Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%),Foam Density,Sales Data
Factory_2,04-02-2024,Location_A,Type A,94.96371599,8.878043167,Routine,14,98.33005198,48.04547513,493.97,A,47.56,Non-Compliant,13.13,1366.72,Night,21,5,Intermediate,4.994322295,Category A,Supplier Z,5,High,0.491721543,6138.66,32540.8,9.22,3,5,Material,6658,2.84,0.92,49906.85
Factory_2,17-04-2022,Location_D,Type B,87.92323143,3.638122083,Routine,16,95.0845157,5.302069017,121.97,D,13.67,Compliant,4.57,1388.92,Morning,29,3,Intermediate,4.793693541,Category C,Supplier Z,20,Low,0.333667565,1172.07,40613.53,14.55,1,0,Material,8828,6.83,1.44,12478.07
Factory_5,13-11-2021,Location_C,Type A,84.44331612,4.719129079,Major Repair,11,91.15162877,48.26874927,293.27,D,26.43,Compliant,1.73,4882.94,Morning,14,3,Advanced,18.43533689,Category C,Supplier Y,26,Medium,0.996116575,7727.12,49954.13,20.9,3,3,Material,2703,3.65,0.55,25890.56
Factory_3,17-12-2024,Location_A,Type B,54.40263884,0.317372387,Routine,11,86.36207263,27.55475113,363.3,B,30.49,Compliant,11.77,3190.64,Night,4,5,Basic,6.774835436,Category C,Supplier X,19,High,0.624830501,7586.84,86044.74,25.72,0,2,Material,9963,1.12,1.04,48509.58
Factory_4,29-03-2023,Location_A,Type A,85.03464021,9.559956391,Routine,9,89.30000009,22.59253852,267.35,A,35.78,Compliant,16.68,2473.65,Evening,22,2,Intermediate,18.666075,Category A,Supplier Z,11,High,0.482728034,8792.3,92706.29,24.08,3,1,Material,5214,2.62,1.3,14526.74
Factory_1,01-08-2023,Location_A,Type B,96.19206044,0.517977776,None,20,90.98438835,16.82799131,424.69,B,21.9,Compliant,8.67,2952.35,Night,26,8,Intermediate,9.465102606,Category C,Supplier Z,1,Low,0.981097829,4010.85,17629.65,15.47,2,4,Machine Fault,1517,1.97,0.76,40094.32
Factory_3,21-03-2020,Location_D,Type A,91.86333119,6.31700221,Major Repair,17,99.84893558,14.88995363,287.34,C,24.95,Non-Compliant,14.58,2114.17,Evening,10,7,Intermediate,10.65821544,Category A,Supplier Z,16,Medium,0.352808619,5044.12,20588.85,27.7,0,4,Material,1718,1.77,1.01,32774.66
Factory_4,05-06-2020,Location_A,Type A,55.97621828,9.290628239,Major Repair,13,99.67802393,45.73687402,217.08,B,23.01,Compliant,7.45,3679.82,Morning,29,4,Advanced,0.103212386,Category A,Supplier X,25,Medium,0.200604614,9687.25,33184.63,18.48,0,5,Material,4833,4.58,1.65,30622.71
Factory_3,02-10-2021,Location_B,Type A,72.29151394,2.531106726,Routine,17,95.75651326,54.74744518,390.14,A,36.58,Non-Compliant,13.22,2240.56,Night,24,2,Advanced,17.303881,Category B,Supplier Y,24,Medium,0.413455177,4940.65,68902.57,15.22,4,3,Machine Fault,5811,5.91,1.56,15304.31
Factory_5,28-01-2020,Location_C,Type C,84.16824575,9.135066385,None,1,85.3978734,27.90802076,340.08,A,19.36,Non-Compliant,19.12,2735.33,Night,8,6,Advanced,10.29455733,Category B,Supplier Z,29,Low,0.237675576,5615.48,30413.32,11.71,0,1,Material,1093,6.97,1.92,30380.95
Factory_5,09-09-2022,Location_A,Type C,51.18059125,0.210968511,None,17,92.04894093,38.3722173,281.77,B,34.26,Compliant,7.52,1484.05,Evening,14,9,Advanced,17.09836094,Category C,Supplier Y,13,Low,0.438523669,1943.31,58089.2,26.96,3,5,Material,9235,9.96,1.7,30428.02
Factory_4,03-07-2020,Location_D,Type A,56.83546236,5.629605513,Major Repair,3,86.94259205,14.12079376,310.58,C,21.51,Non-Compliant,16.37,4917.69,Night,27,8,Intermediate,19.78355996,Category B,Supplier Z,19,Medium,0.320348934,8759.98,31689.24,16.87,2,4,Machine Fault,5023,2.07,0.67,37662.32
Factory_1,25-09-2024,Location_A,Type C,68.92434221,6.007320814,Major Repair,13,93.80904157,54.5373209,428.07,C,49.76,Compliant,10.07,1747.83,Morning,4,4,Basic,15.47632461,Category C,Supplier X,23,Low,0.549651568,6115.63,36854.19,16.6,4,4,Machine Fault,2653,1.65,0.81,12687.81
Factory_3,16-11-2023,Location_C,Type C,63.59936632,5.199373734,Routine,9,87.95956802,14.22872272,386.45,A,30.94,Non-Compliant,15.73,3368.49,Night,16,8,Basic,2.21288542,Category B,Supplier X,27,Low,0.702407005,3351.78,40282.79,20.32,1,2,Operator Error,4906,1.72,1.18,18284.94
Factory_3,20-06-2020,Location_C,Type B,52.4128397,4.774952718,Major Repair,5,97.64810939,52.98839719,309.71,A,27.49,Compliant,9.37,3665.98,Evening,27,2,Advanced,8.748341061,Category B,Supplier X,9,Low,0.273569628,2888.81,83226.33,10.2,3,2,Operator Error,2917,7.22,1.22,22616.69
Factory_5,26-10-2020,Location_C,Type B,82.74336203,9.994815166,Major Repair,15,89.8521599,31.35444241,364.4,A,48.9,Non-Compliant,13.98,4636.7,Night,8,5,Intermediate,8.442172275,Category A,Supplier Y,23,High,0.859924092,8621.04,49376.65,12.55,2,4,Material,8911,8.0,1.03,39961.1
Factory_2,25-12-2022,Location_B,Type C,67.18082753,7.523933022,Major Repair,15,97.45573695,58.32743017,493.33,A,38.62,Non-Compliant,16.68,2317.19,Morning,27,10,Basic,8.530260446,Category C,Supplier Z,12,Medium,0.440118081,9204.81,66372.25,17.97,2,5,Machine Fault,1768,8.18,1.69,39508.47
Factory_4,03-08-2023,Location_A,Type B,96.14634601,1.671022312,Major Repair,3,97.14537279,6.074487242,291.36,B,41.51,Non-Compliant,16.07,2230.33,Morning,21,4,Intermediate,0.45608697,Category A,Supplier Y,0,Medium,0.090896578,8766.47,84449.12,24.09,1,4,Operator Error,4828,8.97,1.75,31615.79
Factory_2,09-08-2020,Location_D,Type A,88.9617854,7.291049325,None,16,99.69617296,54.35513949,170.66,D,24.7,Compliant,6.15,3436.74,Morning,5,9,Basic,18.65339588,Category B,Supplier Z,29,Low,0.187865396,3070.23,29640.71,7.88,3,2,Operator Error,8775,8.28,0.74,21855.32
Factory_1,16-05-2020,Location_A,Type A,97.47492461,9.675219794,Major Repair,12,93.89229344,16.02923388,345.46,C,27.6,Compliant,4.06,1966.13,Night,2,7,Advanced,19.0550522,Category A,Supplier X,21,Low,0.842586736,6681.34,59396.61,15.47,1,5,Material,6113,7.34,1.51,44684.8
Factory_4,01-02-2021,Location_A,Type C,76.52190972,8.129408937,None,19,95.64939258,36.41224488,379.84,B,49.91,Compliant,16.79,4883.22,Morning,5,3,Intermediate,8.592171696,Category C,Supplier Z,21,High,0.914613694,6550.07,19935.5,7.57,3,1,Operator Error,3620,7.33,0.71,30193.67
Factory_5,04-07-2021,Location_D,Type A,86.12570451,3.714315632,None,10,90.99877112,34.66387183,460.95,B,43.75,Non-Compliant,14.72,4140.76,Night,1,9,Basic,15.98145642,Category A,Supplier Z,10,High,0.710993369,6836.85,24784.29,11.43,1,4,Material,2363,6.52,1.53,12646.34
Factory_2,15-01-2024,Location_B,Type B,96.82849574,3.924223624,None,11,85.26419174,17.8229653,168.0,A,38.83,Compliant,4.8,4320.06,Morning,6,5,Advanced,13.3157136,Category B,Supplier Z,17,Medium,0.068857376,5334.65,33385.21,25.71,3,1,Material,9519,6.26,0.8,10587.32
Factory_4,12-11-2020,Location_B,Type B,52.5441609,1.108281608,Major Repair,18,97.6234314,8.267714103,472.83,D,10.64,Non-Compliant,19.34,3633.63,Night,22,10,Intermediate,13.2529412,Category A,Supplier X,29,Medium,0.73313288,4866.75,52696.14,8.63,0,1,Operator Error,9800,5.82,1.48,18310.09
Factory_4,09-09-2022,Location_A,Type C,88.84797791,8.495160475,None,12,94.65289527,58.10077995,302.03,D,25.73,Compliant,8.29,4947.25,Night,10,2,Intermediate,15.24141368,Category C,Supplier X,13,Medium,0.615051657,2573.08,44376.99,13.67,3,1,Material,9633,6.17,0.68,22547.79
Factory_4,29-04-2020,Location_B,Type B,68.21579238,3.360764555,None,11,85.93774225,35.24292772,349.22,C,27.5,Compliant,17.84,1589.88,Morning,3,5,Intermediate,5.60723307,Category C,Supplier X,12,Medium,0.041845481,7488.32,48061.98,26.29,0,3,Machine Fault,9961,1.73,1.6,9080.13
Factory_5,23-10-2021,Location_C,Type B,73.92157919,0.683108915,Major Repair,4,85.9245634,55.44208067,468.34,C,33.85,Non-Compliant,17.83,3721.58,Night,4,5,Intermediate,5.907085653,Category B,Supplier Z,4,Medium,0.975290084,6375.1,49086.49,28.37,1,5,Machine Fault,3761,7.34,0.61,49357.6
Factory_1,12-04-2023,Location_B,Type B,98.09158986,1.859363994,None,1,97.25404182,14.05506388,127.82,C,15.37,Non-Compliant,14.11,1404.17,Night,24,6,Basic,12.8097842,Category A,Supplier Y,4,Medium,0.561880665,8010.91,39952.98,25.31,3,5,Operator Error,7805,2.79,1.31,24695.99
Factory_4,10-02-2020,Location_A,Type C,50.42334817,7.268638252,Routine,20,88.20500411,20.7383274,443.4,B,26.16,Compliant,14.07,4031.79,Evening,17,2,Basic,7.526637558,Category B,Supplier Z,29,High,0.95911689,4779.13,79955.62,29.78,2,3,Machine Fault,2798,2.55,1.67,24374.81
Factory_1,24-11-2021,Location_D,Type A,76.84260761,9.414454384,None,9,91.56802982,54.70836337,442.58,D,27.72,Compliant,10.26,3510.36,Night,27,7,Basic,6.608353265,Category A,Supplier Y,11,High,0.870140214,7394.48,69106.01,7.09,3,0,Operator Error,2040,2.78,1.62,43902.45
Factory_5,25-02-2022,Location_C,Type A,97.54105135,0.881644255,Routine,4,88.29958167,55.16819578,384.05,C,47.23,Non-Compliant,8.6,2035.0,Morning,7,8,Basic,10.82256733,Category A,Supplier Y,1,Medium,0.35637331,7954.74,23330.57,7.6,1,0,Material,6257,7.65,1.5,12512.12
Factory_2,13-04-2022,Location_C,Type A,86.97728041,4.462198717,Routine,18,92.44615825,34.30194628,371.04,C,47.36,Compliant,14.22,3886.5,Morning,2,10,Intermediate,4.100036863,Category C,Supplier Z,21,Medium,0.151965682,4435.38,84909.16,22.77,4,5,Operator Error,7741,8.45,0.99,28188.76
Factory_1,07-01-2020,Location_A,Type C,99.04677137,8.705606398,Routine,3,94.48337202,11.32410046,362.9,C,37.54,Compliant,13.35,3033.41,Night,5,9,Intermediate,14.55868746,Category A,Supplier X,4,Medium,0.541477389,5769.63,88160.21,5.14,2,4,Material,4857,3.15,1.34,7322.76
Factory_4,29-03-2022,Location_B,Type A,52.20007535,4.346002369,None,12,96.81897742,52.26765558,432.43,D,14.92,Compliant,15.88,2482.29,Morning,22,7,Advanced,3.274875886,Category B,Supplier X,16,Low,0.346712839,8168.66,81210.94,7.64,3,3,Material,2562,3.01,0.94,32933.95
Factory_3,15-05-2023,Location_B,Type B,59.75832965,2.778951037,Major Repair,13,99.84987268,27.68043826,450.98,A,45.66,Non-Compliant,10.6,3881.84,Night,21,9,Intermediate,0.067991131,Category C,Supplier Z,15,Medium,0.648780018,9832.54,57682.53,27.76,0,5,Machine Fault,8793,5.03,0.86,49719.83
Factory_4,19-11-2020,Location_C,Type A,85.73506177,8.228431724,None,2,87.02804348,20.27879754,191.03,A,10.68,Compliant,17.64,3094.57,Evening,17,4,Intermediate,13.45684837,Category A,Supplier Z,1,Medium,0.868232314,4839.46,90861.34,16.98,1,3,Operator Error,1764,0.2,0.82,18639.06
Factory_4,03-04-2022,Location_C,Type C,79.11062908,7.47085027,None,8,92.42390919,14.51750261,241.94,B,34.78,Non-Compliant,10.46,4515.54,Evening,29,8,Intermediate,10.51123511,Category A,Supplier X,13,High,0.02691459,9720.54,95448.39,7.63,3,4,Operator Error,5866,6.66,1.36,10513.63
Factory_5,13-11-2024,Location_D,Type C,79.87423299,7.882227847,None,6,86.89065091,24.22647451,362.18,D,38.72,Compliant,16.66,1062.99,Evening,9,3,Advanced,10.8389088,Category B,Supplier Z,8,Medium,0.94195399,6485.22,73210.97,16.86,3,5,Operator Error,9873,5.51,0.84,29735.95
Factory_3,05-10-2021,Location_D,Type A,83.45824927,3.47593799,Major Repair,12,90.02505188,7.58586678,216.02,A,10.47,Compliant,17.84,3154.9,Morning,14,8,Basic,4.923883411,Category C,Supplier X,17,Medium,0.856028596,8446.6,99633.39,27.18,3,2,Material,4022,1.73,0.53,35758.15
Factory_2,04-03-2021,Location_C,Type C,82.68033369,9.156771134,Major Repair,16,88.48920582,34.42992891,479.71,C,16.66,Non-Compliant,19.73,4193.37,Evening,24,6,Advanced,5.432066544,Category B,Supplier Z,15,Low,0.991741136,8355.23,23051.85,6.17,4,4,Operator Error,2334,8.5,1.15,32350.98
Factory_2,22-09-2024,Location_B,Type B,54.09922977,0.038334785,Major Repair,17,93.5666325,26.02083492,316.84,D,44.27,Non-Compliant,12.41,2402.83,Night,27,7,Advanced,9.095519875,Category A,Supplier X,12,Medium,0.670082477,7482.58,47815.13,8.92,0,5,Material,7879,0.85,1.17,25581.62
Factory_2,05-08-2022,Location_A,Type B,74.40523337,7.824402555,Major Repair,13,87.33863586,26.21728176,448.74,B,26.6,Non-Compliant,14.11,3417.12,Evening,18,7,Advanced,0.427359946,Category B,Supplier Y,8,Low,0.924088346,9486.67,89587.06,6.93,2,3,Machine Fault,1777,0.8,0.79,31761.36
Factory_5,19-04-2020,Location_B,Type A,80.81700145,5.469964532,None,8,90.06009423,33.59608088,478.1,A,26.87,Compliant,15.52,3534.74,Evening,1,8,Intermediate,19.41482984,Category B,Supplier Z,22,Medium,0.628549981,7337.58,99969.77,29.28,1,2,Machine Fault,4495,1.9,0.61,12737.8
Factory_4,02-01-2022,Location_C,Type C,96.5326919,4.031009538,None,10,91.80207882,19.47471514,277.48,B,49.46,Compliant,7.91,2917.75,Evening,24,8,Basic,14.38806629,Category A,Supplier Z,0,Medium,0.923467048,4360.27,87069.76,19.85,4,0,Machine Fault,7502,0.24,1.91,33549.65
Factory_4,16-04-2021,Location_D,Type B,92.47304777,8.822563376,Major Repair,2,92.69277572,28.62542412,160.08,A,10.46,Compliant,5.13,3867.74,Evening,4,10,Advanced,2.264930894,Category C,Supplier Z,1,Low,0.731733562,7104.38,13912.96,22.81,0,2,Material,2415,2.41,0.57,44451.13
Factory_1,09-01-2022,Location_B,Type C,68.12889137,0.481837094,Major Repair,10,88.45489949,49.50906644,176.92,B,23.65,Non-Compliant,15.24,1989.78,Morning,26,6,Intermediate,10.15876035,Category A,Supplier Y,15,High,0.680598142,3168.55,24330.66,5.72,3,2,Operator Error,3211,6.79,0.62,14398.26
Factory_4,01-07-2021,Location_D,Type B,62.01557057,8.677406082,None,15,93.52317888,24.29851882,261.99,C,18.05,Compliant,11.79,3587.02,Morning,8,2,Advanced,18.04579213,Category C,Supplier X,9,Medium,0.537982423,2995.76,88475.81,27.73,4,3,Operator Error,1004,7.43,1.05,37095.89
Factory_3,01-08-2023,Location_B,Type C,90.35360525,8.620053478,None,10,95.86672113,12.1750383,181.18,B,44.01,Non-Compliant,11.53,1867.45,Evening,6,8,Advanced,11.84486759,Category A,Supplier X,24,Low,0.001152441,3819.65,15458.62,14.39,0,4,Machine Fault,9123,8.45,1.63,43935.69
Factory_1,14-08-2021,Location_B,Type C,90.89216916,0.185645846,Major Repair,4,92.07801031,29.11752453,238.44,C,11.98,Non-Compliant,2.77,2935.18,Evening,1,6,Intermediate,11.83768903,Category A,Supplier Y,20,Low,0.724143118,4250.33,26100.96,21.83,4,3,Machine Fault,5436,6.83,0.98,33304.27
Factory_1,30-05-2020,Location_C,Type C,87.43440665,0.193759284,Major Repair,2,92.63516858,11.93479146,128.72,C,20.1,Compliant,13.18,3020.77,Morning,22,9,Intermediate,14.86486967,Category C,Supplier X,8,Low,0.918949768,7711.91,97705.82,8.73,3,2,Machine Fault,9983,1.14,1.07,39465.45
Factory_3,22-08-2020,Location_C,Type A,59.84753572,3.843844757,Major Repair,18,90.00652987,53.43604311,204.35,A,36.42,Non-Compliant,1.68,3972.62,Morning,1,6,Advanced,13.08704843,Category C,Supplier Y,26,High,0.054912237,2681.94,36218.71,16.57,0,3,Material,2139,5.98,1.88,37248.79
Factory_4,04-09-2023,Location_B,Type A,54.04593343,7.040054684,None,12,87.25284081,36.34695771,148.54,B,44.24,Compliant,10.29,3618.83,Night,16,4,Intermediate,16.83376251,Category C,Supplier X,27,High,0.036366963,9797.57,55460.85,21.34,3,2,Material,6516,1.31,0.88,41551.7
Factory_2,26-06-2021,Location_C,Type C,90.32077654,6.655094994,Routine,5,99.82955695,28.71565344,357.03,B,42.79,Non-Compliant,8.66,2143.88,Night,26,3,Intermediate,11.57352949,Category C,Supplier Y,22,High,0.480495071,4116.87,13915.91,20.03,4,3,Operator Error,3319,6.78,1.22,47497.23
Factory_3,23-10-2021,Location_A,Type C,77.88417355,0.223296208,None,16,85.09507873,54.56221014,176.48,C,17.45,Compliant,12.85,4876.55,Night,2,5,Basic,4.504066673,Category B,Supplier Z,5,High,0.126969004,9689.06,72087.04,19.76,3,4,Operator Error,3919,7.79,1.77,7950.12
Factory_3,23-06-2021,Location_C,Type C,50.58236853,7.248983622,Routine,11,86.39044757,13.41479331,241.65,C,44.59,Compliant,7.92,3010.63,Night,7,10,Intermediate,15.32728954,Category C,Supplier Z,22,High,0.978068735,9508.23,16149.71,28.22,4,1,Operator Error,1247,9.48,0.83,20873.26
Factory_2,01-09-2024,Location_D,Type B,88.56007192,8.854433937,None,5,85.30671977,9.845140542,156.05,A,32.08,Non-Compliant,10.14,2021.0,Evening,28,9,Intermediate,3.856803896,Category B,Supplier Z,22,High,0.095396696,5683.37,14518.7,6.19,4,3,Material,5266,2.81,1.06,29626.27
Factory_5,20-11-2024,Location_A,Type A,57.91695815,3.171690597,Major Repair,10,97.02521696,43.84254808,312.83,B,47.34,Non-Compliant,6.88,3016.24,Evening,1,2,Advanced,9.367407289,Category B,Supplier Y,30,High,0.439271738,8246.55,73736.48,20.4,0,1,Machine Fault,9447,6.7,0.75,39394.19
Factory_2,04-08-2021,Location_C,Type A,76.10792743,7.051299293,None,16,85.72067749,17.7980045,328.73,B,41.19,Compliant,6.31,1888.34,Morning,29,6,Intermediate,0.089271485,Category C,Supplier Z,9,Medium,0.387619045,3979.48,56985.6,10.17,4,4,Machine Fault,9292,6.14,0.54,6603.77
Factory_3,29-01-2022,Location_A,Type A,78.98906655,8.176331412,Major Repair,7,97.3273297,7.267485142,423.47,B,28.27,Compliant,18.24,3933.73,Morning,9,9,Intermediate,7.767046894,Category B,Supplier Z,18,High,0.483735206,5528.71,77002.13,7.13,3,1,Operator Error,7594,6.9,1.87,40575.6
Factory_2,16-03-2024,Location_B,Type C,89.43015342,0.583190789,None,11,93.27396419,41.27051713,258.72,B,18.7,Non-Compliant,18.25,2607.37,Morning,29,3,Basic,13.9519716,Category B,Supplier Z,28,Low,0.822632171,1287.42,24996.69,19.46,4,1,Machine Fault,1349,2.83,1.13,25575.88
Factory_5,26-02-2024,Location_A,Type C,61.46616529,0.978057855,None,8,94.67517063,11.62098298,258.07,A,14.27,Compliant,7.53,4251.88,Evening,14,6,Basic,17.90024716,Category B,Supplier Z,19,High,0.412752572,1184.37,41118.02,12.43,3,4,Operator Error,6197,1.36,0.9,48274.84
Factory_3,21-03-2024,Location_C,Type A,54.78084005,6.556119123,None,8,93.3708196,54.87560757,333.52,C,37.51,Non-Compliant,2.09,2763.18,Evening,8,4,Basic,0.682955181,Category B,Supplier X,25,High,0.433832752,3095.38,35451.22,24.78,4,1,Machine Fault,8512,8.97,1.02,25558.77
Factory_2,25-12-2023,Location_C,Type A,57.81446805,5.863000454,None,10,99.91931061,47.59550036,259.91,C,16.77,Compliant,2.41,2171.59,Evening,22,7,Advanced,13.44532902,Category A,Supplier Y,8,Low,0.125741363,1709.75,15103.57,20.49,4,4,Operator Error,8596,9.0,0.8,37615.72
Factory_4,07-06-2024,Location_B,Type C,64.53661114,6.459595057,None,2,99.37732434,30.97518243,352.37,D,39.12,Compliant,6.94,3215.28,Evening,27,9,Advanced,2.967664541,Category C,Supplier Z,16,High,0.071595883,9428.97,97676.39,13.11,2,2,Machine Fault,2862,5.07,1.48,44957.76
Factory_1,26-12-2021,Location_B,Type A,52.74699418,3.34059551,None,14,90.18674386,43.80844623,160.1,C,26.35,Compliant,8.38,2310.21,Morning,25,6,Advanced,14.96378178,Category C,Supplier Z,3,High,0.634298015,9251.62,31208.0,17.35,1,5,Material,6647,4.23,1.19,13052
Factory_5,23-06-2022,Location_C,Type C,71.50082132,9.06332535,Routine,10,93.36522893,9.495118046,301.89,D,41.27,Compliant,13.85,1808.95,Night,7,9,Basic,0.159130814,Category C,Supplier Y,27,Medium,0.849146499,6068.31,26935.83,15.33,1,1,Material,2693,3.34,0.61,46534.03
Factory_3,29-03-2022,Location_C,Type B,65.37693424,3.465722782,Routine,11,87.24451224,5.742421848,271.04,D,46.55,Compliant,19.14,4770.0,Night,9,2,Intermediate,8.493258282,Category B,Supplier X,22,High,0.363913413,7941.6,61143.05,23.62,2,5,Operator Error,4201,9.63,1.04,45228.34
Factory_1,25-03-2021,Location_A,Type C,95.9393314,5.067701592,Major Repair,20,92.13034299,54.03236638,324.12,A,22.36,Compliant,14.73,4910.48,Night,3,3,Basic,9.56170649,Category A,Supplier Z,19,Low,0.104232756,1419.13,72816.61,11.86,1,5,Material,7682,7.3,1.4,11652.38
Factory_5,20-12-2024,Location_C,Type B,79.35952765,6.721255874,Routine,7,98.1679223,52.40938818,112.94,B,24.08,Non-Compliant,17.4,4332.37,Evening,16,4,Intermediate,6.79439729,Category A,Supplier Z,9,High,0.59462681,2734.15,38426.96,5.24,0,1,Machine Fault,1304,8.36,1.79,28982.42
Factory_5,20-06-2023,Location_D,Type A,73.22899491,5.173982653,None,6,99.9207408,25.15416721,311.26,C,23.27,Non-Compliant,6.73,4017.17,Morning,3,10,Intermediate,2.688405889,Category B,Supplier Z,19,High,0.307133338,6968.5,30689.52,25.22,2,3,Operator Error,3952,5.78,0.71,37953.68
Factory_2,19-07-2022,Location_C,Type A,55.86517913,7.058231929,None,18,87.63946853,41.23147775,141.08,C,36.86,Compliant,12.34,4277.58,Morning,9,5,Intermediate,16.94339774,Category C,Supplier Y,26,Medium,0.37845639,8396.62,93334.04,7.06,1,1,Machine Fault,3858,1.59,0.79,22909.63
Factory_1,21-01-2022,Location_B,Type C,80.16709894,1.065071559,Major Repair,2,90.86455964,20.94442883,262.77,B,31.61,Compliant,10.61,2720.29,Morning,29,3,Advanced,2.568385638,Category C,Supplier Z,25,Medium,0.986330751,1655.24,41552.9,12.53,3,3,Operator Error,3999,1.63,0.61,28340.66
Factory_5,19-01-2022,Location_D,Type A,53.21287685,7.834198013,Major Repair,16,93.29798296,57.23329796,321.4,D,22.75,Non-Compliant,1.28,2586.54,Evening,1,4,Basic,14.51156876,Category B,Supplier X,6,High,0.401857466,2696.14,47287.08,25.16,0,1,Operator Error,6590,10.0,0.68,17179.21
Factory_5,07-06-2023,Location_C,Type A,92.18451589,1.253567443,None,14,89.39200732,16.49491151,239.54,D,22.37,Compliant,10.89,2504.32,Morning,17,7,Advanced,12.13889673,Category B,Supplier X,12,Medium,0.187824196,8706.2,85480.96,13.66,2,1,Machine Fault,8606,9.54,1.78,34371.71
Factory_2,07-04-2022,Location_A,Type B,85.12209281,1.767412213,Routine,6,99.55884636,58.57367034,445.84,D,18.65,Compliant,15.95,4075.48,Night,25,8,Basic,13.39788224,Category C,Supplier X,24,Low,0.47005526,3490.57,61055.03,22.34,3,0,Material,3450,1.55,1.66,22698.04
Factory_3,14-05-2022,Location_D,Type C,92.91420724,1.963415643,Major Repair,7,99.04688472,38.99875601,264.0,A,42.7,Compliant,18.69,2272.4,Morning,1,3,Basic,5.716309963,Category A,Supplier Z,16,Low,0.354913233,8945.85,66188.85,16.43,0,1,Machine Fault,7235,5.68,0.95,38135.06
Factory_4,02-02-2023,Location_D,Type B,98.92124769,0.538002552,Major Repair,11,97.38920584,57.34220956,346.65,C,45.52,Compliant,19.63,3334.66,Morning,27,5,Intermediate,15.77448287,Category A,Supplier Z,0,Medium,0.740265071,8669.38,61649.62,6.48,4,2,Machine Fault,4071,2.48,1.54,30540.96
Factory_3,28-04-2021,Location_D,Type B,51.53323913,6.65534789,Routine,15,86.16171215,19.59163368,299.93,C,48.52,Non-Compliant,2.54,4564.14,Night,5,7,Advanced,9.341118869,Category B,Supplier Z,28,High,0.325227526,6483.83,24593.25,10.66,2,1,Material,8412,8.26,1.37,12911.76
Factory_3,24-09-2022,Location_A,Type C,65.84852066,3.371573915,None,10,89.45211711,55.85952547,317.51,A,46.44,Compliant,16.38,1885.3,Evening,26,2,Basic,5.501546919,Category A,Supplier X,14,Low,0.910613473,6800.58,65079.9,21.6,1,5,Material,4123,8.75,0.64,48795.26
Factory_3,09-08-2024,Location_D,Type A,81.89356016,1.960749697,None,3,85.94482813,8.277033873,220.41,B,41.72,Non-Compliant,10.88,3807.41,Evening,8,4,Advanced,8.923189221,Category A,Supplier Y,19,Medium,0.686435225,5623.2,24090.21,27.74,2,4,Operator Error,8306,8.36,0.6,41529.54
Factory_4,20-12-2022,Location_D,Type C,65.38531796,4.519203438,None,10,94.12693433,13.07635442,315.38,D,16.53,Compliant,14.08,1136.55,Morning,17,3,Advanced,2.244349119,Category C,Supplier X,7,High,0.037873157,2150.94,35264.92,5.23,0,1,Machine Fault,9492,8.9,1.36,12329.84
Factory_3,29-08-2024,Location_C,Type C,67.61353834,0.847468286,Routine,16,94.10019051,5.854399148,296.94,D,35.91,Compliant,3.33,1165.41,Morning,4,9,Intermediate,19.33100569,Category B,Supplier Z,29,Low,0.096248068,3270.14,30695.48,21.48,1,2,Material,5387,2.62,0.59,8049.41
Factory_1,01-08-2021,Location_A,Type C,92.1400325,8.491145275,Routine,5,98.18905606,9.4415208,170.9,C,47.95,Non-Compliant,12.17,4467.04,Evening,2,3,Advanced,9.190147649,Category C,Supplier Y,8,Medium,0.338569088,1410.84,80534.34,24.4,0,0,Material,6679,8.27,1.57,37756.69
Factory_2,03-09-2021,Location_B,Type C,68.75078043,1.014241983,Major Repair,2,94.00518145,17.93065685,379.79,D,27.82,Compliant,18.64,3141.24,Night,3,5,Basic,5.255397683,Category C,Supplier X,30,High,0.17239632,1461.1,86623.44,26.89,2,0,Material,6192,2.54,0.61,49593.44
Factory_2,25-03-2020,Location_B,Type A,64.51096532,4.576705431,None,20,89.46358453,45.18816517,219.3,C,37.43,Non-Compliant,8.26,2792.03,Evening,11,5,Basic,19.52302896,Category B,Supplier Y,11,Medium,0.953573134,3023.06,28423.32,21.65,2,4,Operator Error,5330,6.13,1.91,46177.28
Factory_3,30-12-2022,Location_D,Type C,98.95098402,5.208498735,None,19,95.08090163,16.12139233,339.43,A,46.96,Compliant,16.79,4823.51,Evening,27,9,Intermediate,14.41248019,Category C,Supplier Z,16,High,0.246686273,1229.25,32108.42,8.43,0,4,Machine Fault,6193,1.14,1.63,28221.03
Factory_1,29-07-2020,Location_B,Type A,67.99263345,3.969133456,Major Repair,10,86.94350342,53.36726081,281.63,A,18.74,Compliant,19.05,2724.79,Evening,17,6,Intermediate,0.744662998,Category B,Supplier Y,26,Medium,0.521792022,4547.9,57339.29,10.2,3,0,Operator Error,3590,5.19,1.92,16210.92
